account_id,campaign,ad_pack,impressions,clicks,cost,views,install,orders,revenue,link_clicks,conversions,conversion_value,engagements,date,channel,request_id,updated_at
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,898,13,4044,0.0,220.84,0.0,0.0,13.0,2.01,243107.35,0.0,2025-03-28,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,37,1,490,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-03-28,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,43918,526,352587,3551.0,1327.15,0.0,0.0,526.0,5.68,396303.79,0.0,2025-03-28,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,794,3,851,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2025-03-29,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-29,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,44502,541,345565,4366.0,1823.6,0.0,0.0,541.0,6.78,494670.69,0.0,2025-03-29,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,1077,1,276,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-03-30,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,26,1,493,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-03-30,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,37991,504,338587,4404.0,1713.77,0.0,0.0,504.0,6.14,517646.96,0.0,2025-03-30,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,1129,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-31,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,34,1,490,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-03-31,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,43916,500,320006,3758.0,1737.71,0.0,0.0,500.0,7.11,563055.7,0.0,2025-03-31,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,1202,11,3597,0.0,26.86,0.0,0.0,11.0,0.0,0.0,0.0,2025-04-01,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,44,1,490,0.0,17.7,0.0,0.0,1.0,0.0,0.0,0.0,2025-04-01,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,45884,514,355412,4755.0,1565.53,0.0,0.0,514.0,13.74,932030.81,0.0,2025-04-01,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,1070,10,2346,0.0,32.0,0.0,0.0,10.0,0.0,0.0,0.0,2025-04-02,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-02,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,31480,385,371134,4933.0,1023.59,0.0,0.0,385.0,5.19,433674.7,0.0,2025-04-02,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,813,15,3875,0.0,41.0,0.0,0.0,15.0,0.0,0.0,0.0,2025-04-03,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,47,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-03,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,30507,379,370371,4347.0,1382.46,0.0,0.0,379.0,3.47,258355.86,0.0,2025-04-03,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,567,4,1377,0.0,8.85,0.0,0.0,4.0,0.0,0.0,0.0,2025-04-04,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,22,1,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-04-04,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,36994,388,370022,4106.0,1563.19,0.0,0.0,388.0,12.91,879208.97,0.0,2025-04-04,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,1059,5,1336,0.0,13.19,0.0,0.0,5.0,0.0,0.0,0.0,2025-04-05,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-05,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,97773,701,369534,2630.0,1856.91,0.0,0.0,701.0,9.51,795974.53,0.0,2025-04-05,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,678,3,1303,0.0,102.86,0.0,0.0,3.0,0.96,48460.56,0.0,2025-04-06,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,35,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-06,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,35296,413,369693,4126.0,1473.04,0.0,0.0,413.0,6.54,402332.47,0.0,2025-04-06,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,632,7,1645,0.0,36.0,0.0,0.0,7.0,0.0,0.0,0.0,2025-04-07,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,52,1,497,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-04-07,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,39491,400,367774,4212.0,1589.88,0.0,0.0,400.0,4.15,252655.36,0.0,2025-04-07,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,464,4,1399,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,2025-04-08,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-08,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,42807,414,367908,4159.0,2435.56,0.0,0.0,414.0,8.09,577641.73,0.0,2025-04-08,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,457,4,1306,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2025-04-09,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,46,1,471,0.0,2.94,0.0,0.0,1.0,0.0,0.0,0.0,2025-04-09,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,28305,368,365708,4555.0,1584.37,0.0,0.0,368.0,6.92,550679.91,0.0,2025-04-09,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,380,2,979,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2025-04-10,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,24,2,495,0.0,9.11,0.0,0.0,2.0,0.0,0.0,0.0,2025-04-10,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,24143,299,364686,2815.0,1379.59,0.0,0.0,299.0,8.93,767580.96,0.0,2025-04-10,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,365,5,1666,0.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,2025-04-11,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,41,1,484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-04-11,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,23239,296,364526,2625.0,1437.46,0.0,0.0,296.0,9.56,573455.32,0.0,2025-04-11,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,601,2,677,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,2025-04-12,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,58,2,970,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2025-04-12,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,24763,328,366064,2501.0,1408.6,0.0,0.0,328.0,6.24,414848.39,0.0,2025-04-12,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,452,2,493,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,2025-04-13,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,60,1,495,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-04-13,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,29138,307,363395,2103.0,1242.69,0.0,0.0,307.0,6.1,524387.9,0.0,2025-04-13,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,528,5,1100,0.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,2025-04-14,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,67,6,2635,0.0,43.14,0.0,0.0,6.0,1.0,37800.0,0.0,2025-04-14,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,32941,323,360976,1853.0,1396.83,0.0,0.0,323.0,8.71,695767.41,0.0,2025-04-14,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,636,8,2560,0.0,57.21,0.0,0.0,8.0,0.0,0.0,0.0,2025-04-15,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,74,7,2958,0.0,7.05,0.0,0.0,7.0,0.0,0.0,0.0,2025-04-15,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,33714,390,360606,1789.0,1606.54,0.0,0.0,390.0,5.81,511026.09,0.0,2025-04-15,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,421,4,1657,0.0,19.97,0.0,0.0,4.0,0.0,0.0,0.0,2025-04-16,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,36,3,326,0.0,64.0,0.0,0.0,3.0,1.0,65990.0,0.0,2025-04-16,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,26299,297,358956,1805.0,1164.18,0.0,0.0,297.0,8.09,677217.59,0.0,2025-04-16,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,560,6,1494,0.0,9.4,0.0,0.0,6.0,0.0,0.0,0.0,2025-04-17,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,42,1,497,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-04-17,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,22461,246,359488,1657.0,809.83,0.0,0.0,246.0,6.16,526314.18,0.0,2025-04-17,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,486,7,1671,0.0,131.04,0.0,0.0,7.0,0.0,0.0,0.0,2025-04-18,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,28,4,1915,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,2025-04-18,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,37566,366,356773,1094.0,935.81,0.0,0.0,366.0,3.49,235686.45,0.0,2025-04-18,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]tCPA_3월,[iOS]대한민국2039_여성_tCPA,104525,745,991105,7237.0,87.0,10.0,112139.0,0.0,0.0,0.0,0.0,2025-04-18,meta||[IOS]tCPA_3월(120219231763360229)||[iOS]대한민국2039_여성_tCPA(120219231763440229,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]tCPA_지역타게팅_3월,[iOS]인천2439_남여_앱설치,9560,84,111434,1021.0,9.0,1.0,8929.0,0.0,0.0,0.0,0.0,2025-04-18,meta||[IOS]tCPA_지역타게팅_3월(120218197563370229)||[iOS]인천2439_남여_앱설치(120221417378720229,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]남성/여성_2501,[iOS]대한민국_남2441_앱설치최대화_3월,79265,408,690831,7240.0,48.0,21.0,448362.0,0.0,0.0,0.0,0.0,2025-04-18,meta||[IOS]남성/여성_2501(120214732516700229)||[iOS]대한민국_남2441_앱설치최대화_3월(120217903695930229,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,535,1,497,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-04-19,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-19,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,33546,403,355114,2486.0,1112.66,0.0,0.0,403.0,6.24,601138.12,0.0,2025-04-19,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]tCPA_3월,[iOS]대한민국2039_여성_tCPA,92151,818,1007674,7281.0,107.0,12.0,146396.0,0.0,0.0,0.0,0.0,2025-04-19,meta||[IOS]tCPA_3월(120219231763360229)||[iOS]대한민국2039_여성_tCPA(120219231763440229,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]tCPA_지역타게팅_3월,[iOS]인천2439_남여_앱설치,17254,139,199083,1736.0,15.0,4.0,105740.0,0.0,0.0,0.0,0.0,2025-04-19,meta||[IOS]tCPA_지역타게팅_3월(120218197563370229)||[iOS]인천2439_남여_앱설치(120221417378720229,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]남성/여성_2501,[iOS]대한민국_남2441_앱설치최대화_3월,69106,433,707471,6441.0,63.0,15.0,232215.0,0.0,0.0,0.0,0.0,2025-04-19,meta||[IOS]남성/여성_2501(120214732516700229)||[iOS]대한민국_남2441_앱설치최대화_3월(120217903695930229,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,633,9,3351,0.0,111.33,0.0,0.0,9.0,3.0,194400.0,0.0,2025-04-20,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,46,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-20,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,25936,372,353401,2718.0,1068.77,0.0,0.0,372.0,4.67,320668.21,0.0,2025-04-20,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]tCPA_3월,[iOS]대한민국2039_여성_tCPA,86904,976,1065228,7689.0,116.0,4.0,142494.0,0.0,0.0,0.0,0.0,2025-04-20,meta||[IOS]tCPA_3월(120219231763360229)||[iOS]대한민국2039_여성_tCPA(120219231763440229,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]tCPA_지역타게팅_3월,[iOS]인천2439_남여_앱설치,14492,141,187059,1477.0,25.0,2.0,26103.0,0.0,0.0,0.0,0.0,2025-04-20,meta||[IOS]tCPA_지역타게팅_3월(120218197563370229)||[iOS]인천2439_남여_앱설치(120221417378720229,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]남성/여성_2501,[iOS]대한민국_남2441_앱설치최대화_3월,68505,504,745635,7218.0,79.0,16.0,275028.0,0.0,0.0,0.0,0.0,2025-04-20,meta||[IOS]남성/여성_2501(120214732516700229)||[iOS]대한민국_남2441_앱설치최대화_3월(120217903695930229,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,622,4,1431,0.0,25.0,0.0,0.0,4.0,1.0,68000.0,0.0,2025-04-21,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,39,1,485,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-04-21,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,28727,320,351978,3297.0,1155.24,0.0,0.0,320.0,9.06,572074.34,0.0,2025-04-21,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]tCPA_3월,[iOS]대한민국2039_여성_tCPA,83041,840,952967,6708.0,75.0,14.0,209410.0,0.0,0.0,0.0,0.0,2025-04-21,meta||[IOS]tCPA_3월(120219231763360229)||[iOS]대한민국2039_여성_tCPA(120219231763440229,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]tCPA_지역타게팅_3월,[iOS]인천2439_남여_앱설치,11716,105,147414,1096.0,17.0,4.0,155159.0,0.0,0.0,0.0,0.0,2025-04-21,meta||[IOS]tCPA_지역타게팅_3월(120218197563370229)||[iOS]인천2439_남여_앱설치(120221417378720229,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]남성/여성_2501,[iOS]대한민국_남2441_앱설치최대화_3월,71156,469,709673,6719.0,63.0,21.0,451316.0,0.0,0.0,0.0,0.0,2025-04-21,meta||[IOS]남성/여성_2501(120214732516700229)||[iOS]대한민국_남2441_앱설치최대화_3월(120217903695930229,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,닥터디퍼런트 키워드: 동적 광고그룹,658,7,1992,0.0,30.12,0.0,0.0,7.0,0.0,0.0,0.0,2025-04-22,google||1_닥터디퍼런트 키워드(14827975189)||닥터디퍼런트 키워드: 동적 광고그룹(143561546287,333,2025-05-23 13:32:45.042786
566-352-3778,1_닥터디퍼런트 키워드,자상호,20,1,491,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-04-22,google||1_닥터디퍼런트 키워드(14827975189)||자상호(145758727330,333,2025-05-23 13:32:45.042786
566-352-3778,디멘드젠_영상_250122,닥터디퍼런트 소재,25646,295,350824,3199.0,2027.06,0.0,0.0,295.0,12.44,786740.07,0.0,2025-04-22,google||디멘드젠_영상_250122(22155808690)||닥터디퍼런트 소재(176859033827,333,2025-05-23 13:32:45.042786
801741844309660,[AOS]남성/여성_2504_인연큐레이션_신규소재,[AOS]대한민국_남2441_0422_인연큐레이션테스트 - 사본,10687,90,31234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-22,meta||[AOS]남성/여성_2504_인연큐레이션_신규소재(120223119739150229)||[AOS]대한민국_남2441_0422_인연큐레이션테스트 - 사본(120223121279780229,333,2025-05-23 13:32:45.042786
801741844309660,[AOS]남성/여성_2504_인연큐레이션_신규소재,[AOS]대한민국_여2039_0422_인연큐레이션테스트,14360,108,31373,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-22,meta||[AOS]남성/여성_2504_인연큐레이션_신규소재(120223119739150229)||[AOS]대한민국_여2039_0422_인연큐레이션테스트(120223119739160229,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]tCPA_3월,[iOS]대한민국2039_여성_tCPA,85327,762,896208,6071.0,86.0,17.0,181619.0,0.0,0.0,0.0,0.0,2025-04-22,meta||[IOS]tCPA_3월(120219231763360229)||[iOS]대한민국2039_여성_tCPA(120219231763440229,333,2025-05-23 13:32:45.042786
801741844309660,[IOS]tCPA_지역타게팅_3월,[iOS]인천2439_남여_앱설치,12295,120,151587,1210.0,19.0,2.0,51537.0,0.0,0.0,0.0,0.0,2025-04-22,meta||[IOS]tCPA_지역타게팅_3월(120218197563370229)||[iOS]인천2439_남여_앱설치(120221417378720229,333,2025-05-23 13:32:45.042786
